year,title,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15
2011,Secure Audit Logs.,Gerardo Pelosi,,,,,,,,,,,,,,
2005,Authorization architecture.,Carlisle Adams,,,,,,,,,,,,,,
2005,DeBruijn sequence.,Tor Helleseth,,,,,,,,,,,,,,
2011,Type Checking and Security.,Catherine Meadows 0001,,,,,,,,,,,,,,
2005,Chaum Blind Signature Scheme.,Gerrit Bleumer,,,,,,,,,,,,,,
2011,Differential Cryptanalysis.,Eli Biham,,,,,,,,,,,,,,
2011,Kerckhoffs' Principle.,Fabien A. P. Petitcolas,,,,,,,,,,,,,,
2011,Elliptic Curve Discrete Logarithm Problem.,Darrel Hankerson,Alfred Menezes,,,,,,,,,,,,,
2005,Control Vectors.,Peter Landrock,,,,,,,,,,,,,,
2011,Luby-Rackoff Ciphers.,Lars R. Knudsen,,,,,,,,,,,,,,
2011,Nonlinear Feedback Shift Register.,Caroline Fontaine,,,,,,,,,,,,,,
2005,Self-Synchronizing Stream Cipher.,Caroline Fontaine,,,,,,,,,,,,,,
2011,Sieving in Function Fields.,Emmanuel Thomé,,,,,,,,,,,,,,
2011,Multiprecision Multiplication.,Berk Sunar,,,,,,,,,,,,,,
2011,Truncated Differentials.,Alex Biryukov,,,,,,,,,,,,,,
2011,Attribute Certificate.,Marijke De Soete,,,,,,,,,,,,,,
2011,Protocol.,Berry Schoenmakers,,,,,,,,,,,,,,
2005,Tamper Resistance.,Tom Caddy,,,,,,,,,,,,,,
2005,Firewall.,Niels Provos,,,,,,,,,,,,,,
2005,Modular Root.,Scott Contini,,,,,,,,,,,,,,
2005,Skipjack.,Alex Biryukov,,,,,,,,,,,,,,
2005,Linear Complexity.,Anne Canteaut,,,,,,,,,,,,,,
2011,Unpacking Malware.,Brent ByungHoon Kang,Greg Sinclair,,,,,,,,,,,,,
2011,Dynamic Analysis.,Mihai Christodorescu,Vinod Ganapathy,,,,,,,,,,,,,
2005,Group Signatures.,Gerrit Bleumer,,,,,,,,,,,,,,
2011,Random Oracle Model.,Gerrit Bleumer,,,,,,,,,,,,,,
2005,Symmetric Cryptosystem.,Burton S. Kaliski Jr.,,,,,,,,,,,,,,
2011,Strong RSA Assumption.,Dan Boneh,,,,,,,,,,,,,,
2005,Electronic Cheque.,Peter Landrock,,,,,,,,,,,,,,
2005,RSA Public-Key Encryption.,David Pointcheval,,,,,,,,,,,,,,
2011,Communication Channel Anonymity.,Gerrit Bleumer,,,,,,,,,,,,,,
2011,Solitaire.,Bruce Schneier,,,,,,,,,,,,,,
2011,Smartcard Tamper Resistance.,Markus Kuhn 0001,,,,,,,,,,,,,,
2005,Extension Field.,Burton S. Kaliski Jr.,,,,,,,,,,,,,,
2011,Linear Cryptanalysis for Block Ciphers.,Alex Biryukov,Christophe De Cannière,,,,,,,,,,,,,
2011,HRU.,Vijay Alturi,,,,,,,,,,,,,,
2005,Diffie-Hellman Key Agreement.,Mike Just,,,,,,,,,,,,,,
2011,Multivariate Cryptography.,Louis Goubin,Jacques Patarin,Bo-Yin Yang,,,,,,,,,,,,
2011,von Neumann Correction.,David Naccache,,,,,,,,,,,,,,
2011,L Notation.,Arjen K. Lenstra,,,,,,,,,,,,,,
2011,Collision Attack.,Bart Preneel,,,,,,,,,,,,,,
2005,Clip Scheme.,Peter Landrock,,,,,,,,,,,,,,
2011,Barrett's Algorithm.,David Naccache,,,,,,,,,,,,,,
2011,Certification Authority.,Carlisle Adams,Russ Housley,Sean Turner,,,,,,,,,,,,
2011,Generic Attacks Against DLP.,Daniel M. Gordon,,,,,,,,,,,,,,
2011,Fiat-Shamir Identification Protocol and the Feige-Fiat-Shamir Signature Scheme.,Yvo Desmedt,,,,,,,,,,,,,,
2011,Microdata Masking Techniques.,Josep Domingo-Ferrer,,,,,,,,,,,,,,
2005,Authenticated encryption.,John Black,,,,,,,,,,,,,,
2005,Gap.,Tor Helleseth,,,,,,,,,,,,,,
2011,Information Flow and Noninterference.,Heiko Mantel,,,,,,,,,,,,,,
2005,Decisional Diffie-Hellman Assumption.,Ran Canetti,,,,,,,,,,,,,,
2005,Safe Prime.,Anton Stiglic,,,,,,,,,,,,,,
2011,Privacy-Aware Languages.,Claudio A. Ardagna,,,,,,,,,,,,,,
2005,Physical Attacks.,Kerstin Lemke,Christof Paar,,,,,,,,,,,,,
2011,"Common Criteria, From a Security Policies Perspective.",Paolo Salvaneschi,,,,,,,,,,,,,,
2011,Fingerprint.,Ruggero Donida Labati,Fabio Scotti,,,,,,,,,,,,,
2011,Elliptic Curves.,Darrel Hankerson,Alfred Menezes,,,,,,,,,,,,,
2011,Tamper Evidence.,Sean W. Smith,,,,,,,,,,,,,,
2011,Formal Methods and Access Control.,Michael Huth 0001,,,,,,,,,,,,,,
2011,Chinese Wall Model.,Ebru Celikel Cankaya,,,,,,,,,,,,,,
2011,Data Encryption Standard (DES).,Alex Biryukov,Christophe De Cannière,,,,,,,,,,,,,
2005,Alphabet.,Friedrich L. Bauer,,,,,,,,,,,,,,
2011,Probabilistic Primality Test.,Anton Stiglic,,,,,,,,,,,,,,
2011,Overspender Detection.,Gerrit Bleumer,,,,,,,,,,,,,,
2011,Flexible Authorization Framework (FAF).,Pierangela Samarati,,,,,,,,,,,,,,
2011,Cold-Boot Attacks.,Nadia Heninger,,,,,,,,,,,,,,
2011,Rootkits.,Padmaraj M. V. Nair,,,,,,,,,,,,,,
2005,Copy Protection.,Gerrit Bleumer,,,,,,,,,,,,,,
2005,Chosen Plaintext and Chosen Ciphertext Attack.,Alex Biryukov,,,,,,,,,,,,,,
2011,Personal Identification Number (PIN).,Carlisle Adams,,,,,,,,,,,,,,
2005,Identity Verification Protocol.,Robert J. Zuccherato,,,,,,,,,,,,,,
2011,Number Field Sieve for the DLP.,Antoine Joux,Reynald Lercier,,,,,,,,,,,,,
2005,Miller-Rabin Probabilistic Primality Test.,Moses D. Liskov,,,,,,,,,,,,,,
2005,Relatively Prime.,Burton S. Kaliski Jr.,,,,,,,,,,,,,,
2005,Electronic Cash.,Gerrit Bleumer,,,,,,,,,,,,,,
2005,Availability.,Eric Cronin,,,,,,,,,,,,,,
2011,Karatsuba Algorithm.,André Weimerskirch,,,,,,,,,,,,,,
2011,Fault Attack.,Olivier Benoît,,,,,,,,,,,,,,
2011,Vector Space.,Tanja Lange 0001,,,,,,,,,,,,,,
2005,"Product Cipher, Superencryption.",Alex Biryukov,,,,,,,,,,,,,,
2005,Overspending Prevention.,Gerrit Bleumer,,,,,,,,,,,,,,
2005,Correlation Attack for Stream Ciphers.,Anne Canteaut,,,,,,,,,,,,,,
2011,Fingerprinting.,Alexander Barg,Gregory A. Kabatiansky,,,,,,,,,,,,,
2011,Anonymous Web Browsing and Publishing.,Stefan Köpsell,,,,,,,,,,,,,,
2011,Applications of Formal Methods to Web Application Security.,V. N. Venkatakrishnan,,,,,,,,,,,,,,
2011,M-Invariance.,Xiaokui Xiao,,,,,,,,,,,,,,
2011,Least Privilege.,Sabrina De Capitani di Vimercati,,,,,,,,,,,,,,
2005,Quadratic Residuosity Problem.,Burton S. Kaliski Jr.,,,,,,,,,,,,,,
2005,Trust Models.,Sharon Boeyen,,,,,,,,,,,,,,
2005,Quantum Cryptography.,Gilles Brassard,Claude Crépeau,,,,,,,,,,,,,
2011,Electronic Cheque.,Marijke De Soete,,,,,,,,,,,,,,
2005,Kerberos Authentication Protocol.,Carlisle Adams,,,,,,,,,,,,,,
2011,Biometric Matching.,B. V. K. Vijaya Kumar,,,,,,,,,,,,,,
2011,One-Time Password.,Mohamed Omar Rayes,,,,,,,,,,,,,,
2011,Miller-Rabin Probabilistic Primality Test.,Moses D. Liskov,,,,,,,,,,,,,,
2005,Collision Attack.,Bart Preneel,,,,,,,,,,,,,,
2005,Traitor Tracing.,Benny Pinkas,,,,,,,,,,,,,,
2011,Physical Unclonable Functions (PUFs).,Jorge Guajardo,,,,,,,,,,,,,,
2011,Data Linkage.,William E. Winkler,,,,,,,,,,,,,,
2011,Fermat's Little Theorem.,Moses D. Liskov,,,,,,,,,,,,,,
2011,Group Key Agreement.,Mike Burmester,,,,,,,,,,,,,,
2011,Biometrics: Terms and Definitions.,Evangelia Micheli-Tzanakou,Konstantinos N. Plataniotis,,,,,,,,,,,,,
2011,Field.,Burt Kaliski,,,,,,,,,,,,,,
2011,Security of Wireless Mesh Networks (General Overview).,Reza Curtmola,Jing Dong 0006,Cristina Nita-Rotaru,,,,,,,,,,,,
