year,title,author1,citation
2014,Rhythm Generation in Embryonic Chick Spinal Cord.,Joël Tabak,2014Rhythm Generation in Embryonic Chick Spinal Cord.Joël Tabak
2014,Phase-Locking Methods.,J. Matias Palva,2014Phase-Locking Methods.J. Matias Palva
2014,Visual Processing in Free Flight.,Martin Egelhaaf,2014Visual Processing in Free Flight.Martin Egelhaaf
2014,Algorithmic Reconstruction of Motoneuron Morphology.,Joseph Graham,2014Algorithmic Reconstruction of Motoneuron Morphology.Joseph Graham
2014,Statistical Analysis of Neuroimaging Data.,Tohru Ozaki,2014Statistical Analysis of Neuroimaging Data.Tohru Ozaki
2014,Computational Psychiatry.,Quentin J. M. Huys,2014Computational Psychiatry.Quentin J. M. Huys
2014,Gravity Analysis of Parallel Spike Trains.,George L. Gerstein,2014Gravity Analysis of Parallel Spike Trains.George L. Gerstein
2014,STEPS: STochastic Engine for Pathway Simulation.,Iain Hepburn,2014STEPS: STochastic Engine for Pathway Simulation.Iain Hepburn
2014,Braided Electrodes.,Simon F. Giszter,2014Braided Electrodes.Simon F. Giszter
2014,Neural Mass Action.,Robert Kozma 0001,2014Neural Mass Action.Robert Kozma 0001
2014,Neuronal Avalanches.,Woodrow Shew,2014Neuronal Avalanches.Woodrow Shew
2014,"Decision Making, Motor Planning.",Terrence R. Stanford,"2014Decision Making, Motor Planning.Terrence R. Stanford"
2014,Cutaneous Mechanoreceptive Afferents: Neural Coding of Texture.,Justin Lieber,2014Cutaneous Mechanoreceptive Afferents: Neural Coding of Texture.Justin Lieber
2014,Cortex: Overview.,Lars Schwabe,2014Cortex: Overview.Lars Schwabe
2014,Down Under Neural Population Models.,David T. J. Liley,2014Down Under Neural Population Models.David T. J. Liley
2014,"Integrate and Fire Models, Deterministic.",Nicolas Fourcaud-Trocmé,"2014Integrate and Fire Models, Deterministic.Nicolas Fourcaud-Trocmé"
2014,Theta-Neuron Model.,Boris S. Gutkin,2014Theta-Neuron Model.Boris S. Gutkin
2014,Network Theory in Neuroscience.,David Papo,2014Network Theory in Neuroscience.David Papo
2014,Morris-Lecar Model.,Alla Borisyuk,2014Morris-Lecar Model.Alla Borisyuk
2014,Electrophysiological Indices of Speech Processing.,Sonja A. Kotz,2014Electrophysiological Indices of Speech Processing.Sonja A. Kotz
2014,Context-Dependent Processing in Auditory Cortex.,Israel Nelken,2014Context-Dependent Processing in Auditory Cortex.Israel Nelken
2014,Stimulus Reconstruction from Cortical Responses.,Nima Mesgarani,2014Stimulus Reconstruction from Cortical Responses.Nima Mesgarani
2014,"Peripheral Nerve Interface Applications, Cochlear Implants.",Robert V. Shannon,"2014Peripheral Nerve Interface Applications, Cochlear Implants.Robert V. Shannon"
2014,Auditory Sensing Systems: Overview.,Susan L. Denham,2014Auditory Sensing Systems: Overview.Susan L. Denham
2014,Globus Pallidus Cellular Models.,Dieter Jaeger,2014Globus Pallidus Cellular Models.Dieter Jaeger
2014,Computational Olfaction.,Christiane Linster,2014Computational Olfaction.Christiane Linster
2014,Olfactory Computation and Adult Neurogenesis.,Hermann Riecke,2014Olfactory Computation and Adult Neurogenesis.Hermann Riecke
2014,Brain Imaging: Overview.,Jorge J. Riera,2014Brain Imaging: Overview.Jorge J. Riera
2014,Calcium Waves.,Mohsin Saleet Jafri,2014Calcium Waves.Mohsin Saleet Jafri
2014,Brain Machine Interface and Neuroimaging.,Mitsuo Kawato,2014Brain Machine Interface and Neuroimaging.Mitsuo Kawato
2014,Polarization Vision.,Stanley Heinze,2014Polarization Vision.Stanley Heinze
2014,Neuromechanics of Postural Control.,Lena H. Ting,2014Neuromechanics of Postural Control.Lena H. Ting
2014,Neuropercolation and Neural Population Models.,Robert Kozma 0001,2014Neuropercolation and Neural Population Models.Robert Kozma 0001
2014,"Local Field Potential, Synchrony of.",Ariana Frederick,"2014Local Field Potential, Synchrony of.Ariana Frederick"
2014,"Chaos, Neural Population Models and.",Thomas R. Knösche,"2014Chaos, Neural Population Models and.Thomas R. Knösche"
2014,Multistability of Coupled Neuronal Oscillators.,Sorinel Adrian Oprisan,2014Multistability of Coupled Neuronal Oscillators.Sorinel Adrian Oprisan
2014,"Reconstruction, Electron Microscopy.",Huei-Fang Yang,"2014Reconstruction, Electron Microscopy.Huei-Fang Yang"
2014,Vertebrate Pattern Generation: Overview.,Ilya Rybak,2014Vertebrate Pattern Generation: Overview.Ilya Rybak
2014,"Excitability: Types I, II, and III.",Steven A. Prescott,"2014Excitability: Types I, II, and III.Steven A. Prescott"
2014,Slow Oscillations: Physiology.,Maria Victoria Sanchez-Vives,2014Slow Oscillations: Physiology.Maria Victoria Sanchez-Vives
2014,Thermodynamic Models of Ion Channels.,Alain Destexhe,2014Thermodynamic Models of Ion Channels.Alain Destexhe
2014,Noninvasive Brain-Computer Interfaces.,Brendan Z. Allison,2014Noninvasive Brain-Computer Interfaces.Brendan Z. Allison
2014,"Visual Prosthesis, Subretinal Devices.",Eberhart Zrenner,"2014Visual Prosthesis, Subretinal Devices.Eberhart Zrenner"
2014,"Stimulus-Specific Adaptation, Models.",Robert Mill,"2014Stimulus-Specific Adaptation, Models.Robert Mill"
2014,Failure of Averaging.,Mark S. Goldman,2014Failure of Averaging.Mark S. Goldman
2014,Nomenclature of Ion Channels (IUPHAR Scheme).,David C. Sterratt,2014Nomenclature of Ion Channels (IUPHAR Scheme).David C. Sterratt
2014,Wireless Microstimulators.,David S. Freedman,2014Wireless Microstimulators.David S. Freedman
2014,Somatosensory Cortex: Neural Coding of Shape.,Jeffrey M. Yau,2014Somatosensory Cortex: Neural Coding of Shape.Jeffrey M. Yau
2014,Paraspinal Magnetic and Transcutaneous Electrical Stimulation.,Ursula S. Hofstoetter,2014Paraspinal Magnetic and Transcutaneous Electrical Stimulation.Ursula S. Hofstoetter
2014,"Ionotropic Receptors Dynamics, Conductance Models.",Matthias H. Hennig,"2014Ionotropic Receptors Dynamics, Conductance Models.Matthias H. Hennig"
2014,Human Connectome Project.,Jennifer Stine Elam,2014Human Connectome Project.Jennifer Stine Elam
2014,Fokker-Planck Equation.,Nicolas Brunel,2014Fokker-Planck Equation.Nicolas Brunel
2014,Stimulus-Specific Information.,Michael Wehr,2014Stimulus-Specific Information.Michael Wehr
2014,Epilepsy: Computational Models.,Stephan van Gils,2014Epilepsy: Computational Models.Stephan van Gils
2014,Local Field Potential Interaction with the Extracellular Medium.,Claude Bédard,2014Local Field Potential Interaction with the Extracellular Medium.Claude Bédard
2014,Calcium Buffering: Models of Ca 2+ Dynamics and Steady-State Approximations.,Hartmut Schmidt,2014Calcium Buffering: Models of Ca 2+ Dynamics and Steady-State Approximations.Hartmut Schmidt
2014,Acoustic Timbre Recognition.,Daniel Pressnitzer,2014Acoustic Timbre Recognition.Daniel Pressnitzer
2014,Computational Modeling of Olfactory Behavior.,Christiane Linster,2014Computational Modeling of Olfactory Behavior.Christiane Linster
2014,"Calcium Pumps, Models of.",Kim T. Blackwell,"2014Calcium Pumps, Models of.Kim T. Blackwell"
2014,Deterministic Reaction-Diffusion Simulators.,William W. Lytton,2014Deterministic Reaction-Diffusion Simulators.William W. Lytton
2014,"Neuromorphic Sensors, Olfaction.",Elisabetta Chicca,"2014Neuromorphic Sensors, Olfaction.Elisabetta Chicca"
2014,MCell.,Thomas M. Bartol,2014MCell.Thomas M. Bartol
2014,Neural Coding.,J. Barry Richmond,2014Neural Coding.J. Barry Richmond
2014,Self-Organizing Maps.,Nicholas V. Swindale,2014Self-Organizing Maps.Nicholas V. Swindale
2014,Nitric Oxide Neuromodulation.,Michael O'Shea,2014Nitric Oxide Neuromodulation.Michael O'Shea
2014,Cardiac Excitable Tissue Pathology (Ischemia).,Byron N. Roberts,2014Cardiac Excitable Tissue Pathology (Ischemia).Byron N. Roberts
2014,"Gamma Rhythm, Neural Population Models of the.",Ingo Bojak,"2014Gamma Rhythm, Neural Population Models of the.Ingo Bojak"
2014,Automated Parameter Search in Small Network Central Pattern Generators.,Tomasz G. Smolinski,2014Automated Parameter Search in Small Network Central Pattern Generators.Tomasz G. Smolinski
2014,"Visual Prosthesis, Cortical Devices.",Eduardo Fernández 0001,"2014Visual Prosthesis, Cortical Devices.Eduardo Fernández 0001"
2014,NDVis-Neuro.,John T. Langton,2014NDVis-Neuro.John T. Langton
2014,Neuroscience Information Framework (NIF).,Maryann E. Martone,2014Neuroscience Information Framework (NIF).Maryann E. Martone
2014,"Mechanotransduction, Models.",Sung Soo Kim,"2014Mechanotransduction, Models.Sung Soo Kim"
2014,PhysioNet.,George B. Moody,2014PhysioNet.George B. Moody
2014,FitzHugh-Nagumo Model.,William Erik Sherwood,2014FitzHugh-Nagumo Model.William Erik Sherwood
2014,Auditory Perceptual Organization.,Susan L. Denham,2014Auditory Perceptual Organization.Susan L. Denham
2014,"Visual Illusions, Models of.",Frederick A. A. Kingdom,"2014Visual Illusions, Models of.Frederick A. A. Kingdom"
2005,Substitutions and permutations.,Friedrich L. Bauer,2005Substitutions and permutations.Friedrich L. Bauer
2011,Vernam Cipher.,Friedrich L. Bauer,2011Vernam Cipher.Friedrich L. Bauer
2011,Quadratic Residuosity Problem.,Burt Kaliski,2011Quadratic Residuosity Problem.Burt Kaliski
2005,Chaffing and Winnowing.,Gerrit Bleumer,2005Chaffing and Winnowing.Gerrit Bleumer
2005,Penetration Testing.,Tom Caddy,2005Penetration Testing.Tom Caddy
2011,Content-Based and View-Based Access Control.,Arnon Rosenthal,2011Content-Based and View-Based Access Control.Arnon Rosenthal
2011,Credentials.,Gerrit Bleumer,2011Credentials.Gerrit Bleumer
2011,Access Matrix.,Sabrina De Capitani di Vimercati,2011Access Matrix.Sabrina De Capitani di Vimercati
2011,EMV.,Michael Ward,2011EMV.Michael Ward
2005,Forgery.,Gerrit Bleumer,2005Forgery.Gerrit Bleumer
2011,SSH.,Marijke De Soete,2011SSH.Marijke De Soete
2011,Interactive Argument.,Berry Schoenmakers,2011Interactive Argument.Berry Schoenmakers
2011,Memory and State Exhaustion Denial of Service.,XiaoFeng Wang 0001,2011Memory and State Exhaustion Denial of Service.XiaoFeng Wang 0001
2011,Response.,Carlisle Adams,2011Response.Carlisle Adams
2005,Maxims.,Friedrich L. Bauer,2005Maxims.Friedrich L. Bauer
2005,Triple-DES.,Christophe De Cannière,2005Triple-DES.Christophe De Cannière
2005,Number Field Sieve.,Paul C. Leyland,2005Number Field Sieve.Paul C. Leyland
2011,Sealed Storage.,Paul England,2011Sealed Storage.Paul England
2011,Berlekamp-Massey Algorithm.,Anne Canteaut,2011Berlekamp-Massey Algorithm.Anne Canteaut
2005,Ntru.,William Whyte,2005Ntru.William Whyte
2011,Formal Analysis of Security APIs.,Graham Steel,2011Formal Analysis of Security APIs.Graham Steel
2011,Hyperelliptic Curves.,Roberto Avanzi,2011Hyperelliptic Curves.Roberto Avanzi
2005,Polynomial Time.,Burton S. Kaliski Jr.,2005Polynomial Time.Burton S. Kaliski Jr.
2011,Secure Time Synchronization.,Kun Sun 0001,2011Secure Time Synchronization.Kun Sun 0001
2011,Signcryption.,Yevgeniy Dodis,2011Signcryption.Yevgeniy Dodis
2005,RSA Digital Signature Scheme.,Burton S. Kaliski Jr.,2005RSA Digital Signature Scheme.Burton S. Kaliski Jr.
2011,Physical Security.,François-Xavier Standaert,2011Physical Security.François-Xavier Standaert
2005,Oblivious Transfer.,Berry Schoenmakers,2005Oblivious Transfer.Berry Schoenmakers
2011,Conceptual Design of Secure Databases.,Günther Pernul,2011Conceptual Design of Secure Databases.Günther Pernul
2011,Needham-Schroeder Protocols.,Mike Just,2011Needham-Schroeder Protocols.Mike Just
2011,Credential-Based Access Control.,Adam J. Lee,2011Credential-Based Access Control.Adam J. Lee
2011,Temperature Attack.,David Naccache,2011Temperature Attack.David Naccache
2005,Privacy.,Carlisle Adams,2005Privacy.Carlisle Adams
2005,Resynchronization Attack.,Alex Biryukov,2005Resynchronization Attack.Alex Biryukov
2011,Security of Cognitive Radios.,"Jung-Min ""Jerry"" Park","2011Security of Cognitive Radios.Jung-Min ""Jerry"" Park"
2011,FPGAs in Cryptography.,Tim Güneysu,2011FPGAs in Cryptography.Tim Güneysu
2011,SYN Flood Attack.,Wesley M. Eddy,2011SYN Flood Attack.Wesley M. Eddy
2005,"Trojan Horses, Computer Viruses and Worms.",Yvo Desmedt,"2005Trojan Horses, Computer Viruses and Worms.Yvo Desmedt"
2011,Multi-Threaded Implementation for Cryptography and Cryptanalysis.,Chen-Mou Cheng,2011Multi-Threaded Implementation for Cryptography and Cryptanalysis.Chen-Mou Cheng
2011,Generic Model.,David Naccache,2011Generic Model.David Naccache
2011,O-Notation.,Burt Kaliski,2011O-Notation.Burt Kaliski
2011,Database Encryption.,Luc Bouganim,2011Database Encryption.Luc Bouganim
2011,Shamir's Threshold Scheme.,G. R. Blakley,2011Shamir's Threshold Scheme.G. R. Blakley
2011,Vascular Patterns.,Kar-Ann Toh,2011Vascular Patterns.Kar-Ann Toh
2005,Feistel Cipher.,Alex Biryukov,2005Feistel Cipher.Alex Biryukov
2011,Dictionary Attack.,Carlisle Adams,2011Dictionary Attack.Carlisle Adams
2005,Blum Integer.,Burton S. Kaliski Jr.,2005Blum Integer.Burton S. Kaliski Jr.
2011,NFC.,Marc Vauclair,2011NFC.Marc Vauclair
2011,Practical E-Cash.,Jon Callas,2011Practical E-Cash.Jon Callas
2011,Cube Attack.,Marion Videau,2011Cube Attack.Marion Videau
2005,Contract Signing.,Matthias Schunter,2005Contract Signing.Matthias Schunter
2011,FIPS 140-2.,Tom Caddy,2011FIPS 140-2.Tom Caddy
2011,Biometrics for Identity Management and Fields of Application.,Elisabeth de Leeuw,2011Biometrics for Identity Management and Fields of Application.Elisabeth de Leeuw
2005,Digital Signature Standard.,Dan Boneh,2005Digital Signature Standard.Dan Boneh
2011,ISMS: A Management Framework for Information Security.,Angelika Plate,2011ISMS: A Management Framework for Information Security.Angelika Plate
2005,MIPS-Year.,Burton S. Kaliski Jr.,2005MIPS-Year.Burton S. Kaliski Jr.
2005,Field Polynomial.,Burton S. Kaliski Jr.,2005Field Polynomial.Burton S. Kaliski Jr.
2011,Key Agreement.,Mike Just,2011Key Agreement.Mike Just
2011,PKCS.,Peter Landrock,2011PKCS.Peter Landrock
2011,GOST.,Christophe De Cannière,2011GOST.Christophe De Cannière
2011,Two-Factor Authentication.,Marijke De Soete,2011Two-Factor Authentication.Marijke De Soete
2005,Authorization Policy.,Carlisle Adams,2005Authorization Policy.Carlisle Adams
2011,CMAC.,Bart Preneel,2011CMAC.Bart Preneel
2011,Chinese Remainder Theorem.,Henk C. A. van Tilborg,2011Chinese Remainder Theorem.Henk C. A. van Tilborg
2011,TSS.,David Challener,2011TSS.David Challener
2011,Multiplicative Knapsack Cryptosystem.,David Naccache,2011Multiplicative Knapsack Cryptosystem.David Naccache
2011,Insider Threat Defense.,Salvatore J. Stolfo,2011Insider Threat Defense.Salvatore J. Stolfo
2011,Ring.,Burt Kaliski,2011Ring.Burt Kaliski
2011,Privileges in SQL.,Sabrina De Capitani di Vimercati,2011Privileges in SQL.Sabrina De Capitani di Vimercati
2011,Decisional Diffie-Hellman Problem.,Ran Canetti,2011Decisional Diffie-Hellman Problem.Ran Canetti
2011,Spam Detection Using Network-Level Characteristics.,Brent ByungHoon Kang,2011Spam Detection Using Network-Level Characteristics.Brent ByungHoon Kang
2005,Perfect Forward Secrecy.,Hugo Krawczyk,2005Perfect Forward Secrecy.Hugo Krawczyk
2011,Mix Networks.,Matthew K. Franklin,2011Mix Networks.Matthew K. Franklin
2005,Impersonation Attack.,Carlisle Adams,2005Impersonation Attack.Carlisle Adams
2011,RIPEMD Family.,Antoon Bosselaers,2011RIPEMD Family.Antoon Bosselaers
2011,Secure Audit Logs.,Gerardo Pelosi,2011Secure Audit Logs.Gerardo Pelosi
2005,Authorization architecture.,Carlisle Adams,2005Authorization architecture.Carlisle Adams
2005,DeBruijn sequence.,Tor Helleseth,2005DeBruijn sequence.Tor Helleseth
2011,Type Checking and Security.,Catherine Meadows 0001,2011Type Checking and Security.Catherine Meadows 0001
2005,Chaum Blind Signature Scheme.,Gerrit Bleumer,2005Chaum Blind Signature Scheme.Gerrit Bleumer
2011,Differential Cryptanalysis.,Eli Biham,2011Differential Cryptanalysis.Eli Biham
2011,Kerckhoffs' Principle.,Fabien A. P. Petitcolas,2011Kerckhoffs' Principle.Fabien A. P. Petitcolas
2011,Elliptic Curve Discrete Logarithm Problem.,Darrel Hankerson,2011Elliptic Curve Discrete Logarithm Problem.Darrel Hankerson
2005,Control Vectors.,Peter Landrock,2005Control Vectors.Peter Landrock
2011,Luby-Rackoff Ciphers.,Lars R. Knudsen,2011Luby-Rackoff Ciphers.Lars R. Knudsen
2011,Nonlinear Feedback Shift Register.,Caroline Fontaine,2011Nonlinear Feedback Shift Register.Caroline Fontaine
2005,Self-Synchronizing Stream Cipher.,Caroline Fontaine,2005Self-Synchronizing Stream Cipher.Caroline Fontaine
2011,Sieving in Function Fields.,Emmanuel Thomé,2011Sieving in Function Fields.Emmanuel Thomé
2011,Multiprecision Multiplication.,Berk Sunar,2011Multiprecision Multiplication.Berk Sunar
2011,Truncated Differentials.,Alex Biryukov,2011Truncated Differentials.Alex Biryukov
2011,Attribute Certificate.,Marijke De Soete,2011Attribute Certificate.Marijke De Soete
2011,Protocol.,Berry Schoenmakers,2011Protocol.Berry Schoenmakers
2005,Tamper Resistance.,Tom Caddy,2005Tamper Resistance.Tom Caddy
2005,Firewall.,Niels Provos,2005Firewall.Niels Provos
2005,Modular Root.,Scott Contini,2005Modular Root.Scott Contini
2005,Skipjack.,Alex Biryukov,2005Skipjack.Alex Biryukov
2005,Linear Complexity.,Anne Canteaut,2005Linear Complexity.Anne Canteaut
2011,Unpacking Malware.,Brent ByungHoon Kang,2011Unpacking Malware.Brent ByungHoon Kang
2011,Dynamic Analysis.,Mihai Christodorescu,2011Dynamic Analysis.Mihai Christodorescu
2005,Group Signatures.,Gerrit Bleumer,2005Group Signatures.Gerrit Bleumer
2011,Random Oracle Model.,Gerrit Bleumer,2011Random Oracle Model.Gerrit Bleumer
2005,Symmetric Cryptosystem.,Burton S. Kaliski Jr.,2005Symmetric Cryptosystem.Burton S. Kaliski Jr.
2011,Strong RSA Assumption.,Dan Boneh,2011Strong RSA Assumption.Dan Boneh
2005,Electronic Cheque.,Peter Landrock,2005Electronic Cheque.Peter Landrock
2005,RSA Public-Key Encryption.,David Pointcheval,2005RSA Public-Key Encryption.David Pointcheval
2011,Communication Channel Anonymity.,Gerrit Bleumer,2011Communication Channel Anonymity.Gerrit Bleumer
2011,Solitaire.,Bruce Schneier,2011Solitaire.Bruce Schneier
2011,Smartcard Tamper Resistance.,Markus Kuhn 0001,2011Smartcard Tamper Resistance.Markus Kuhn 0001
2005,Extension Field.,Burton S. Kaliski Jr.,2005Extension Field.Burton S. Kaliski Jr.
2011,Linear Cryptanalysis for Block Ciphers.,Alex Biryukov,2011Linear Cryptanalysis for Block Ciphers.Alex Biryukov
2011,HRU.,Vijay Alturi,2011HRU.Vijay Alturi
2005,Diffie-Hellman Key Agreement.,Mike Just,2005Diffie-Hellman Key Agreement.Mike Just
2011,Multivariate Cryptography.,Louis Goubin,2011Multivariate Cryptography.Louis Goubin
2011,von Neumann Correction.,David Naccache,2011von Neumann Correction.David Naccache
2011,L Notation.,Arjen K. Lenstra,2011L Notation.Arjen K. Lenstra
2011,Collision Attack.,Bart Preneel,2011Collision Attack.Bart Preneel
2005,Clip Scheme.,Peter Landrock,2005Clip Scheme.Peter Landrock
2011,Barrett's Algorithm.,David Naccache,2011Barrett's Algorithm.David Naccache
2011,Certification Authority.,Carlisle Adams,2011Certification Authority.Carlisle Adams
2011,Generic Attacks Against DLP.,Daniel M. Gordon,2011Generic Attacks Against DLP.Daniel M. Gordon
2011,Fiat-Shamir Identification Protocol and the Feige-Fiat-Shamir Signature Scheme.,Yvo Desmedt,2011Fiat-Shamir Identification Protocol and the Feige-Fiat-Shamir Signature Scheme.Yvo Desmedt
2011,Microdata Masking Techniques.,Josep Domingo-Ferrer,2011Microdata Masking Techniques.Josep Domingo-Ferrer
2005,Authenticated encryption.,John Black,2005Authenticated encryption.John Black
2005,Gap.,Tor Helleseth,2005Gap.Tor Helleseth
2011,Information Flow and Noninterference.,Heiko Mantel,2011Information Flow and Noninterference.Heiko Mantel
2005,Decisional Diffie-Hellman Assumption.,Ran Canetti,2005Decisional Diffie-Hellman Assumption.Ran Canetti
2005,Safe Prime.,Anton Stiglic,2005Safe Prime.Anton Stiglic
2011,Privacy-Aware Languages.,Claudio A. Ardagna,2011Privacy-Aware Languages.Claudio A. Ardagna
2005,Physical Attacks.,Kerstin Lemke,2005Physical Attacks.Kerstin Lemke
2011,"Common Criteria, From a Security Policies Perspective.",Paolo Salvaneschi,"2011Common Criteria, From a Security Policies Perspective.Paolo Salvaneschi"
2011,Fingerprint.,Ruggero Donida Labati,2011Fingerprint.Ruggero Donida Labati
2011,Elliptic Curves.,Darrel Hankerson,2011Elliptic Curves.Darrel Hankerson
2011,Tamper Evidence.,Sean W. Smith,2011Tamper Evidence.Sean W. Smith
2011,Formal Methods and Access Control.,Michael Huth 0001,2011Formal Methods and Access Control.Michael Huth 0001
2011,Chinese Wall Model.,Ebru Celikel Cankaya,2011Chinese Wall Model.Ebru Celikel Cankaya
2011,Data Encryption Standard (DES).,Alex Biryukov,2011Data Encryption Standard (DES).Alex Biryukov
2005,Alphabet.,Friedrich L. Bauer,2005Alphabet.Friedrich L. Bauer
2011,Probabilistic Primality Test.,Anton Stiglic,2011Probabilistic Primality Test.Anton Stiglic
2011,Overspender Detection.,Gerrit Bleumer,2011Overspender Detection.Gerrit Bleumer
2011,Flexible Authorization Framework (FAF).,Pierangela Samarati,2011Flexible Authorization Framework (FAF).Pierangela Samarati
2011,Cold-Boot Attacks.,Nadia Heninger,2011Cold-Boot Attacks.Nadia Heninger
2011,Rootkits.,Padmaraj M. V. Nair,2011Rootkits.Padmaraj M. V. Nair
2005,Copy Protection.,Gerrit Bleumer,2005Copy Protection.Gerrit Bleumer
2005,Chosen Plaintext and Chosen Ciphertext Attack.,Alex Biryukov,2005Chosen Plaintext and Chosen Ciphertext Attack.Alex Biryukov
2011,Personal Identification Number (PIN).,Carlisle Adams,2011Personal Identification Number (PIN).Carlisle Adams
2005,Identity Verification Protocol.,Robert J. Zuccherato,2005Identity Verification Protocol.Robert J. Zuccherato
2011,Number Field Sieve for the DLP.,Antoine Joux,2011Number Field Sieve for the DLP.Antoine Joux
2005,Miller-Rabin Probabilistic Primality Test.,Moses D. Liskov,2005Miller-Rabin Probabilistic Primality Test.Moses D. Liskov
2005,Relatively Prime.,Burton S. Kaliski Jr.,2005Relatively Prime.Burton S. Kaliski Jr.
2005,Electronic Cash.,Gerrit Bleumer,2005Electronic Cash.Gerrit Bleumer
2005,Availability.,Eric Cronin,2005Availability.Eric Cronin
2011,Karatsuba Algorithm.,André Weimerskirch,2011Karatsuba Algorithm.André Weimerskirch
2011,Fault Attack.,Olivier Benoît,2011Fault Attack.Olivier Benoît
2011,Vector Space.,Tanja Lange 0001,2011Vector Space.Tanja Lange 0001
2005,"Product Cipher, Superencryption.",Alex Biryukov,"2005Product Cipher, Superencryption.Alex Biryukov"
2005,Overspending Prevention.,Gerrit Bleumer,2005Overspending Prevention.Gerrit Bleumer
2005,Correlation Attack for Stream Ciphers.,Anne Canteaut,2005Correlation Attack for Stream Ciphers.Anne Canteaut
2011,Fingerprinting.,Alexander Barg,2011Fingerprinting.Alexander Barg
2011,Anonymous Web Browsing and Publishing.,Stefan Köpsell,2011Anonymous Web Browsing and Publishing.Stefan Köpsell
2011,Applications of Formal Methods to Web Application Security.,V. N. Venkatakrishnan,2011Applications of Formal Methods to Web Application Security.V. N. Venkatakrishnan
2011,M-Invariance.,Xiaokui Xiao,2011M-Invariance.Xiaokui Xiao
2011,Least Privilege.,Sabrina De Capitani di Vimercati,2011Least Privilege.Sabrina De Capitani di Vimercati
2005,Quadratic Residuosity Problem.,Burton S. Kaliski Jr.,2005Quadratic Residuosity Problem.Burton S. Kaliski Jr.
2005,Trust Models.,Sharon Boeyen,2005Trust Models.Sharon Boeyen
2005,Quantum Cryptography.,Gilles Brassard,2005Quantum Cryptography.Gilles Brassard
2011,Electronic Cheque.,Marijke De Soete,2011Electronic Cheque.Marijke De Soete
2005,Kerberos Authentication Protocol.,Carlisle Adams,2005Kerberos Authentication Protocol.Carlisle Adams
2011,Biometric Matching.,B. V. K. Vijaya Kumar,2011Biometric Matching.B. V. K. Vijaya Kumar
2011,One-Time Password.,Mohamed Omar Rayes,2011One-Time Password.Mohamed Omar Rayes
2011,Miller-Rabin Probabilistic Primality Test.,Moses D. Liskov,2011Miller-Rabin Probabilistic Primality Test.Moses D. Liskov
2005,Collision Attack.,Bart Preneel,2005Collision Attack.Bart Preneel
2005,Traitor Tracing.,Benny Pinkas,2005Traitor Tracing.Benny Pinkas
2011,Physical Unclonable Functions (PUFs).,Jorge Guajardo,2011Physical Unclonable Functions (PUFs).Jorge Guajardo
2011,Data Linkage.,William E. Winkler,2011Data Linkage.William E. Winkler
2011,Fermat's Little Theorem.,Moses D. Liskov,2011Fermat's Little Theorem.Moses D. Liskov
2011,Group Key Agreement.,Mike Burmester,2011Group Key Agreement.Mike Burmester
2011,Biometrics: Terms and Definitions.,Evangelia Micheli-Tzanakou,2011Biometrics: Terms and Definitions.Evangelia Micheli-Tzanakou
2011,Field.,Burt Kaliski,2011Field.Burt Kaliski
2011,Security of Wireless Mesh Networks (General Overview).,Reza Curtmola,2011Security of Wireless Mesh Networks (General Overview).Reza Curtmola
