second,minute,hour,noise_num,noise_code,noise_addr,noise_ts
10,39,16,44917705,0h9i7apyv45q,4648 mill drive,"Mon, 24 Jul 1998 16:39:10 +0000"
25,58,23,83367007,nzxwideteh7,9422 cedar street,"Fri, 10 Apr 2005 23:58:25 +0000"
22,27,21,53294724,4vbi0mkkn6,2423 oak avenue,"Thu, 09 Jun 2008 21:27:22 +0000"
26,21,18,56149112,fqcsi7,8784 park street,"Sun, 12 Nov 1998 18:21:26 +0000"
07,54,04,45307384,5z11c7g,1909 spring avenue,"Thu, 25 Jan 1999 04:54:07 +0000"
42,09,18,25905776,d7nxyzfbyj3e,5250 spring avenue,"Mon, 06 Apr 2006 18:09:42 +0000"
28,09,00,45715619,d169l1g5,7951 park drive,"Sat, 05 Oct 2004 00:09:28 +0000"
35,18,19,70406142,qschpt9a72mv,4890 maple lane,"Sun, 22 Sep 2021 19:18:35 +0000"
06,46,01,70958559,0cnoxhd,1679 church road,"Thu, 23 Dec 1998 01:46:06 +0000"
32,08,20,81303269,d6xesslb2qkz,9796 spring drive,"Fri, 21 Jul 2022 20:08:32 +0000"
29,45,15,83826810,ys93f7sj8x,9491 park drive,"Tue, 05 Jun 2016 15:45:29 +0000"
12,18,21,13826907,b6tmlmgl,3655 cedar avenue,"Sun, 14 Jul 2016 21:18:12 +0000"
58,34,17,75151628,0b94jz,1929 lake lane,"Mon, 21 Aug 2003 17:34:58 +0000"
06,27,06,28988527,9o7ouxp7,2270 church drive,"Sun, 01 May 2024 06:27:06 +0000"
52,03,21,422348,0hj1vb9j,6656 river road,"Fri, 22 Mar 2011 21:03:52 +0000"
20,19,06,88716994,f9yyw0en,245 hill lane,"Sun, 14 Feb 2019 06:19:20 +0000"
27,40,04,92039212,m7uvhqm,4376 park drive,"Tue, 08 Oct 2023 04:40:27 +0000"
13,46,03,41717179,6rcbk4oaa61z,6379 oak street,"Mon, 27 Jul 2014 03:46:13 +0000"
18,06,14,27129856,fmvbde,6148 hill street,"Fri, 21 May 2000 14:06:18 +0000"
22,56,23,39340435,eud30l7m20j,825 spring road,"Tue, 21 May 2006 23:56:22 +0000"
54,51,21,2267260,22szkd2iz,6745 church avenue,"Fri, 05 Jun 1998 21:51:54 +0000"
10,04,22,74563181,f54ydkeqbz78,4306 oak avenue,"Tue, 07 Aug 2005 22:04:10 +0000"
04,43,11,11980455,uwkmwzg,7655 hill street,"Thu, 01 Apr 2025 11:43:04 +0000"
14,21,18,22058331,gfkayho1p6u,2169 lake lane,"Fri, 19 Jun 2010 18:21:14 +0000"
18,00,14,16285807,n2e8stq,9709 main avenue,"Sun, 19 Jun 1999 14:00:18 +0000"
35,14,15,18914718,zs6cg1rsdp2n,4099 mill street,"Thu, 16 Sep 2001 15:14:35 +0000"
22,10,22,19038482,56kleakf5,9651 hill avenue,"Mon, 21 Apr 2006 22:10:22 +0000"
17,02,09,69725974,k8v52o1o8,3982 walnut street,"Sun, 17 Mar 2015 09:02:17 +0000"
40,57,09,91483641,0bvo2b58,7024 park street,"Thu, 16 Dec 1999 09:57:40 +0000"
09,29,14,54054021,5pz7jaxay8jf,2801 pine avenue,"Sat, 12 Jun 2019 14:29:09 +0000"
59,28,12,21379764,zxav82,1719 church road,"Thu, 19 Mar 2021 12:28:59 +0000"
37,42,10,9789395,leiuz3c98r,3854 park drive,"Fri, 18 May 2023 10:42:37 +0000"
15,29,16,73390336,bkicvco81q6s,2130 cedar drive,"Wed, 28 Dec 2017 16:29:15 +0000"
21,51,04,68757076,efsw2863c2,1502 elm avenue,"Tue, 18 Jul 2012 04:51:21 +0000"
51,01,05,52421510,m8lb2ryee,7560 lake drive,"Fri, 16 Jul 2015 05:01:51 +0000"
39,01,15,20131529,165jiu7m5c8u,8592 main lane,"Sat, 06 Nov 2018 15:01:39 +0000"
14,56,21,31884244,drbxyyv3,9326 main street,"Sat, 04 Mar 2006 21:56:14 +0000"
07,39,18,72725151,vxrql7z,7548 river lane,"Tue, 05 Jun 2024 18:39:07 +0000"
59,52,10,82069030,lpi8rzom,8949 walnut drive,"Mon, 11 Jul 2003 10:52:59 +0000"
42,56,19,35004374,ul8v4l,5626 park avenue,"Fri, 06 Jul 2016 19:56:42 +0000"
44,25,11,29759644,ov7xgo6g9zxx,421 church lane,"Fri, 09 Jul 2025 11:25:44 +0000"
19,09,20,74995418,bu5sqoam,5024 church drive,"Mon, 22 Sep 2024 20:09:19 +0000"
53,01,23,77448875,h44kdm,8545 mill road,"Fri, 08 May 2023 23:01:53 +0000"
47,54,07,5068739,xnztfu,4812 lake street,"Wed, 27 Jun 2004 07:54:47 +0000"
50,18,07,14401123,lxn047g,3902 high lane,"Thu, 28 Jun 1999 07:18:50 +0000"
07,38,07,2165101,rjgsfcwl3y,8671 oak drive,"Fri, 16 Sep 1999 07:38:07 +0000"
30,43,22,81221357,i4arxip679w,6590 pine avenue,"Wed, 18 Jul 2011 22:43:30 +0000"
46,34,10,7844175,60282rtk,2265 lake road,"Fri, 11 Dec 2026 10:34:46 +0000"
18,34,12,89843906,8v1xusl6,2112 cedar drive,"Mon, 03 Dec 2011 12:34:18 +0000"
49,49,04,44609850,iaccjt,6104 church avenue,"Fri, 21 Apr 2000 04:49:49 +0000"
08,40,23,31741923,huuenau,5570 lake street,"Fri, 07 Nov 2018 23:40:08 +0000"
26,28,06,57144182,lgsts77yy5,2361 lake avenue,"Thu, 15 Nov 2023 06:28:26 +0000"
46,20,18,59208584,s0jaix6kxsn,1141 hill avenue,"Sun, 27 Mar 2020 18:20:46 +0000"
05,45,19,72939177,gimeimjatfdy,133 walnut street,"Fri, 08 Jul 2006 19:45:05 +0000"
16,11,23,65714658,n93wb8k,7728 park drive,"Sat, 03 Nov 2012 23:11:16 +0000"
15,44,11,23758640,lw43uqx9r4iy,2536 mill drive,"Mon, 11 Mar 2017 11:44:15 +0000"
06,12,04,12121010,3y9pgzd9l2,1982 church lane,"Tue, 03 Aug 2019 04:12:06 +0000"
28,49,12,28876008,2nlbull,2543 river drive,"Fri, 07 Dec 2011 12:49:28 +0000"
19,28,20,22987078,1uetp9,9022 pine avenue,"Tue, 11 Nov 2009 20:28:19 +0000"
23,29,17,94293960,8nu9tr0,2002 lake lane,"Sat, 24 Aug 2005 17:29:23 +0000"
09,13,21,21694442,zspbvqq5hl22,45 pine drive,"Tue, 15 Feb 2003 21:13:09 +0000"
34,46,20,7450698,p375hn5u,2266 river drive,"Fri, 08 Mar 2002 20:46:34 +0000"
59,11,15,3778615,gixzd9mlccq9,8011 river lane,"Fri, 17 Sep 2025 15:11:59 +0000"
19,26,19,76369325,wnx6wlp8z,998 high street,"Tue, 01 May 2007 19:26:19 +0000"
37,24,10,31723949,fuh3ewknf,375 high avenue,"Sat, 19 Mar 2022 10:24:37 +0000"
43,22,15,97957647,wbftm4r6md,3217 walnut street,"Fri, 14 Aug 2000 15:22:43 +0000"
53,27,00,28251705,5fhjzdjjhnk,1935 mill lane,"Thu, 15 Nov 2002 00:27:53 +0000"
55,01,19,7191113,fhhyzg,2122 walnut avenue,"Mon, 04 Oct 2021 19:01:55 +0000"
35,52,03,4293875,iv72pmncs,9370 maple lane,"Thu, 11 Apr 2015 03:52:35 +0000"
12,55,00,1809734,l3t7gjslgfs,373 high drive,"Sat, 13 Nov 2014 00:55:12 +0000"
01,52,13,18882517,auijsyib,9690 maple road,"Wed, 24 Jul 2024 13:52:01 +0000"
28,17,05,8870728,anwi5bgo3hjr,3126 park road,"Fri, 11 Sep 2009 05:17:28 +0000"
55,55,01,52001753,inbqejbj,7895 walnut street,"Thu, 04 Jun 2017 01:55:55 +0000"
39,03,02,21747079,o95rdkd2f,7066 park drive,"Mon, 14 Apr 2002 02:03:39 +0000"
41,16,07,16986230,s7gvuqkaoscp,961 oak street,"Fri, 12 Jul 2013 07:16:41 +0000"
13,43,09,75766281,2x1tex2wxs1l,4033 cedar lane,"Sun, 04 Mar 2024 09:43:13 +0000"
34,51,05,33712011,1ahc9dh6h,635 maple street,"Sun, 24 Jul 2015 05:51:34 +0000"
07,26,10,30860070,2zrf5k,6944 hill street,"Fri, 01 Sep 2001 10:26:07 +0000"
21,07,09,97554487,x2gjbgvd3fm,8330 main lane,"Thu, 04 Apr 1999 09:07:21 +0000"
52,19,05,62011364,ovfdsx7r5tm,6564 pine street,"Sat, 07 Jan 1998 05:19:52 +0000"
30,15,02,75860627,lw87w211q,8130 main avenue,"Mon, 18 Jan 2008 02:15:30 +0000"
44,44,10,26714602,mzk2q1z1jfw,9588 oak drive,"Tue, 27 Mar 2020 10:44:44 +0000"
38,25,07,63763876,cdrz01,1642 cedar road,"Sat, 19 Jan 2022 07:25:38 +0000"
12,42,19,9111470,hd253hqcbqp8,9045 oak drive,"Sun, 23 Dec 2018 19:42:12 +0000"
34,10,01,93484334,aupeulcq,9976 hill street,"Sun, 19 May 2018 01:10:34 +0000"
33,03,13,80263253,5z75oem32h0y,9880 hill road,"Mon, 14 Jul 2001 13:03:33 +0000"
42,28,16,19933261,5sd54rp,3823 mill avenue,"Sun, 11 Jul 2003 16:28:42 +0000"
52,43,03,28321272,6sh2aeqk1ib,3512 lake street,"Fri, 15 Sep 2025 03:43:52 +0000"
54,25,22,23032123,f0dkbq,1558 mill drive,"Sun, 03 Apr 2009 22:25:54 +0000"
27,27,20,91861386,662jhf2b86s,8327 main street,"Fri, 13 May 2007 20:27:27 +0000"
00,10,08,71830436,kh2w76o,9357 lake drive,"Wed, 15 Jan 2015 08:10:00 +0000"
39,33,23,23172629,bq8c04,5247 lake street,"Sun, 27 Mar 2024 23:33:39 +0000"
06,26,20,25365653,ftzffk65r,2710 river lane,"Fri, 17 Mar 2012 20:26:06 +0000"
32,09,14,97479644,z4drcwohqf1h,5810 park street,"Thu, 18 Nov 2005 14:09:32 +0000"
02,39,08,23770468,s99ovywg3,9520 high lane,"Tue, 10 Nov 1999 08:39:02 +0000"
07,36,18,81177742,syy8pq1br,7423 hill road,"Tue, 03 Aug 1998 18:36:07 +0000"
21,28,10,20538501,vgyjkwp0r8,8958 pine street,"Fri, 19 Apr 2006 10:28:21 +0000"
37,42,01,71765760,86oc1iqz4,2480 high drive,"Thu, 20 Oct 2000 01:42:37 +0000"
34,53,13,57041050,eftenh,9610 walnut avenue,"Wed, 22 Oct 2018 13:53:34 +0000"
37,06,14,21920386,n0gon40avlpc,4170 elm drive,"Fri, 04 Jul 2008 14:06:37 +0000"
00,10,15,94006935,kxrt5j,4296 oak drive,"Mon, 14 Jun 2018 15:10:00 +0000"
00,23,11,4246689,msrb0ze44e7i,4239 river drive,"Fri, 25 Sep 2018 11:23:00 +0000"
08,06,20,5624448,8az39jgrf2,4438 park drive,"Sun, 04 Apr 2024 20:06:08 +0000"
31,57,01,43825113,lzyq818pz9,7215 cedar drive,"Thu, 19 May 2020 01:57:31 +0000"
19,28,00,12129306,vqudhhil,960 mill lane,"Wed, 08 Dec 2010 00:28:19 +0000"
03,09,09,93260004,whe4f1,1014 maple drive,"Fri, 25 Sep 2023 09:09:03 +0000"
39,23,07,53010670,0up0ig6,9491 cedar road,"Wed, 20 Jan 2010 07:23:39 +0000"
38,35,22,65173798,dbtit7,9509 cedar avenue,"Mon, 10 Jul 2010 22:35:38 +0000"
53,07,16,91601306,r91150du1qka,5092 elm lane,"Sun, 12 Aug 2022 16:07:53 +0000"
43,12,08,59481346,8b2tuom6,9972 main lane,"Tue, 08 Jun 2006 08:12:43 +0000"
31,04,23,54292556,il0vsdgzv,9891 river road,"Tue, 02 Jan 2020 23:04:31 +0000"
46,34,23,90642876,klhljsl21,7838 spring lane,"Wed, 13 Mar 2022 23:34:46 +0000"
20,23,13,42423505,eybgflrgfx,8248 mill road,"Fri, 26 Sep 2018 13:23:20 +0000"
20,25,21,52119351,a8ag47,6490 lake lane,"Fri, 05 Apr 2025 21:25:20 +0000"
05,54,19,10630936,w2ar2i0,4311 mill avenue,"Sat, 26 Jul 2000 19:54:05 +0000"
07,58,21,19776881,hkdn7qo4vo1,5665 spring drive,"Sat, 13 Sep 1999 21:58:07 +0000"
11,09,07,61911789,wkxq6ltih9,3811 hill road,"Wed, 12 May 1999 07:09:11 +0000"
42,02,07,4229205,1qtxs3vjmeh,2293 maple avenue,"Sat, 15 May 2022 07:02:42 +0000"
38,42,10,72120743,5f22znpsk5,2781 main avenue,"Sun, 27 Sep 2015 10:42:38 +0000"
27,20,16,50946563,ke4wa8deypc,4177 elm avenue,"Mon, 13 Oct 2023 16:20:27 +0000"
35,27,06,30818928,86jrovot,194 main street,"Fri, 03 Dec 2025 06:27:35 +0000"
40,42,02,53205723,46s6e1wlr,4164 cedar road,"Wed, 09 Jul 1999 02:42:40 +0000"
27,48,06,71378528,8xe4n29,1756 main road,"Tue, 21 Oct 2001 06:48:27 +0000"
39,19,06,19751221,366q8y176j,9812 main road,"Wed, 16 Oct 2020 06:19:39 +0000"
30,42,18,17840140,4gr2iqyocf8y,4140 pine road,"Tue, 07 Sep 2018 18:42:30 +0000"
43,20,04,30394767,2k7ppgjh95,493 park avenue,"Fri, 07 Mar 2014 04:20:43 +0000"
00,44,13,69089708,9nkjhc,1917 main avenue,"Tue, 06 Jan 1998 13:44:00 +0000"
46,28,01,8469845,7y31yhcb694,6329 oak street,"Fri, 03 May 2004 01:28:46 +0000"
05,36,15,50029101,fsdp9supf,9661 hill street,"Sun, 16 May 2011 15:36:05 +0000"
43,09,10,73874238,imut0ugcamb,7489 mill lane,"Tue, 01 Jun 2024 10:09:43 +0000"
54,15,20,37449726,y2evbc11,6389 park road,"Mon, 03 Jan 2026 20:15:54 +0000"
14,37,09,86889784,xtffosa28,5308 oak lane,"Fri, 27 Oct 2006 09:37:14 +0000"
08,44,04,83038933,c7ax9m109,3315 cedar drive,"Tue, 13 Sep 2021 04:44:08 +0000"
33,51,05,76174272,zky3a7o819,9101 hill drive,"Mon, 16 Sep 2019 05:51:33 +0000"
44,15,21,88648976,5exbx1lx3e3,6178 main drive,"Tue, 05 Jan 2000 21:15:44 +0000"
05,17,09,17820833,w379lyatf,9066 mill street,"Sun, 19 Jun 2002 09:17:05 +0000"
19,12,00,9786373,3xv6uh353sfi,8000 cedar lane,"Fri, 06 Feb 2001 00:12:19 +0000"
07,02,12,72730596,9jrfzi1rlkj,9883 lake road,"Fri, 19 Feb 2012 12:02:07 +0000"
42,58,16,7176497,qxrig9wsx5cu,7129 high drive,"Tue, 01 Oct 2002 16:58:42 +0000"
10,38,05,16965528,x5abdezov0rd,7527 pine avenue,"Sun, 05 May 2025 05:38:10 +0000"
15,27,01,63092694,6k9urad,1458 lake drive,"Sat, 27 Sep 2003 01:27:15 +0000"
46,35,05,21608016,q2pfi0ey8xa,7889 oak street,"Sun, 12 Sep 2018 05:35:46 +0000"
47,44,11,93695980,dfhxal3gful1,1325 spring street,"Sat, 12 Apr 2024 11:44:47 +0000"
54,43,21,59144843,imcc3e,7049 river road,"Sat, 01 Jan 2013 21:43:54 +0000"
05,51,01,34426872,f6t9usoj730,9718 hill drive,"Tue, 28 Jul 2009 01:51:05 +0000"
08,46,22,17660310,qr4h0f6j4m,5094 high drive,"Mon, 07 Dec 2022 22:46:08 +0000"
49,24,22,9502312,qvcjw9,6608 maple avenue,"Mon, 15 May 2004 22:24:49 +0000"
52,57,10,97770439,2q7pvj07,991 park road,"Fri, 14 Jan 2021 10:57:52 +0000"
37,51,17,57625231,m9oqt86m9,4975 pine road,"Sun, 08 Jul 2023 17:51:37 +0000"
01,51,20,84650648,tzi8dvvd22rd,6447 elm lane,"Fri, 11 Jun 2000 20:51:01 +0000"
50,01,20,48895059,knlac8vug,697 lake road,"Sat, 01 Nov 2017 20:01:50 +0000"
14,02,13,13662183,gfg36yg,9848 church street,"Tue, 11 May 2020 13:02:14 +0000"
12,39,02,59761747,ydlkbzxourf,2903 main street,"Sat, 05 Mar 2012 02:39:12 +0000"
22,34,11,42120410,wdak0dfuhvnl,5686 high drive,"Wed, 15 Nov 2026 11:34:22 +0000"
44,07,19,82907594,c2sc5g2m,2116 lake drive,"Fri, 02 Jun 2020 19:07:44 +0000"
30,00,08,99755720,xboedazsnt,200 maple drive,"Mon, 01 May 2009 08:00:30 +0000"
40,41,06,16929017,n1c6se,1180 hill road,"Sat, 20 Feb 2005 06:41:40 +0000"
16,57,18,87780504,l8wwpxvj,749 elm lane,"Mon, 02 Jan 2011 18:57:16 +0000"
56,28,02,65359641,abz19de8y2,7824 cedar street,"Sun, 23 Apr 2013 02:28:56 +0000"
29,23,18,67246886,inmstxob,46 park lane,"Thu, 13 Mar 2008 18:23:29 +0000"
09,48,05,44045727,nkwae5,3482 park road,"Wed, 05 Jul 2003 05:48:09 +0000"
36,08,15,38378696,38qldl,9383 spring avenue,"Tue, 26 Apr 2007 15:08:36 +0000"
22,46,19,44440091,geacc0cwpa89,6784 hill road,"Tue, 01 Mar 2026 19:46:22 +0000"
10,33,19,15666264,yz2oia,4614 walnut road,"Thu, 11 Oct 2015 19:33:10 +0000"
16,41,14,72894303,ulfk1tkzc,3784 mill avenue,"Thu, 22 Mar 2023 14:41:16 +0000"
51,20,03,1147010,j3xw7leq33b,9763 pine street,"Thu, 04 Feb 2023 03:20:51 +0000"
16,43,12,46214754,ko9alm1kgkew,8593 high street,"Fri, 19 Aug 2021 12:43:16 +0000"
12,03,08,583904,xg1gh61n8xv,9016 hill street,"Sat, 19 Jun 2016 08:03:12 +0000"
04,46,07,62253471,4kgy97cdvp4,8766 high drive,"Sun, 07 Feb 2015 07:46:04 +0000"
00,05,12,50400396,j64l6rvtdg,8420 pine avenue,"Sat, 25 Aug 2003 12:05:00 +0000"
13,03,12,173632,l9ns8i,3747 pine avenue,"Mon, 09 Feb 2006 12:03:13 +0000"
10,08,13,37422468,rni7he0xm,168 church avenue,"Sat, 21 Dec 1998 13:08:10 +0000"
19,41,10,17133588,ndrjoi,2140 spring lane,"Thu, 12 Mar 2020 10:41:19 +0000"
12,57,07,13866023,xmci6f0,5497 walnut street,"Thu, 09 Jul 2004 07:57:12 +0000"
39,30,22,397330,dwo233wzg8o,2164 high street,"Sat, 01 Nov 2003 22:30:39 +0000"
53,18,19,80301052,0e4tyc,2608 river drive,"Tue, 04 Jan 2006 19:18:53 +0000"
20,17,17,33288142,8reyzkjfmh05,230 hill street,"Wed, 13 Sep 2026 17:17:20 +0000"
15,26,20,49479218,0z3cyozjf6zx,5926 main road,"Fri, 10 May 2007 20:26:15 +0000"
25,38,23,88060465,21zmtm,3682 river lane,"Wed, 01 May 2018 23:38:25 +0000"
13,19,00,81147087,k3mikyi1h,1450 cedar avenue,"Wed, 07 Jul 2019 00:19:13 +0000"
36,10,04,18457613,v9urjg66c85g,6678 pine avenue,"Sat, 10 Dec 2000 04:10:36 +0000"
51,35,12,88327278,yqom9vpis3,3059 walnut road,"Sat, 02 Jun 2015 12:35:51 +0000"
34,13,16,31665280,pqmcpef,5994 mill drive,"Thu, 13 Jan 2009 16:13:34 +0000"
02,45,08,96481404,x3yr5v3z,9615 spring road,"Sat, 25 Nov 2008 08:45:02 +0000"
02,23,23,26768764,p1x4rzy6,6264 high street,"Thu, 07 May 2002 23:23:02 +0000"
39,20,22,10623757,vsxb8av,5020 hill street,"Sun, 11 Mar 2022 22:20:39 +0000"
52,36,22,53576423,juxyzt2lhp,222 lake road,"Tue, 08 Jun 2022 22:36:52 +0000"
38,52,08,96298397,hrlyhsdq8m,4061 high avenue,"Thu, 27 Feb 2007 08:52:38 +0000"
06,27,01,42521436,nd20o3og,297 main drive,"Sat, 22 Dec 2001 01:27:06 +0000"
05,41,11,66539367,wkjhfx92f9,4602 elm avenue,"Tue, 12 Nov 2006 11:41:05 +0000"
07,53,13,99213594,163qr5d,1843 lake avenue,"Sat, 06 Nov 2024 13:53:07 +0000"
40,07,04,90835868,70vjo2,7583 lake avenue,"Fri, 14 Jul 2019 04:07:40 +0000"
57,02,14,43484974,mm3ahrdcw,2499 mill lane,"Fri, 03 Jan 2009 14:02:57 +0000"
31,20,09,43695675,7ccbj4lietl,5240 lake avenue,"Mon, 14 Jan 2017 09:20:31 +0000"
09,40,19,40426168,hnz7f5k,575 maple street,"Tue, 13 Oct 2009 19:40:09 +0000"
